2, 0, 140.000000, 0, 0, 0, STOPPED, 0
2, 0, 140.000000, 0, 0, 0, STOPPED, 0
2, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 140.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
