0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, STOPPED, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
0, 0, 0.000000, 0, 0, 0, GOING, 0
