0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, GOING, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, TURNING CW, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 0
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 1
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, TURNING CW, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, GOING, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
0, 0, 0.000000, 0, STOPPED, 2
